Country Name,Date (Year),Region,Subregion,"Community health workers (per 1,000 people)",ARI treatment (% of children under 5 taken to a health provider),Current health expenditure per capita (current US$),"Hospital beds (per 1,000 people)","Nurses and midwives (per 1,000 people)","Physicians (per 1,000 people)","Specialist surgical workforce (per 100,000 population)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Incidence of malaria (per 1,000 population at risk)","Cause of death, by non-communicable diseases (% of total)",Diabetes prevalence (% of population ages 20 to 79),"Fertility rate, total (births per woman)","Immunization, measles (% of children ages 12-23 months)","Life expectancy at birth, total (years)",Low-birthweight babies (% of births),Population growth (annual %),Pregnant women receiving prenatal care (%),Risk of catastrophic expenditure for surgical care (% of people at risk),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)"
Guinea,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,,,78.1,
Guinea,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,74.3,
Guinea,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,73.1,
Guinea,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,70.1,
Guinea,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,72.9,
Guinea,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,63.1,
Guinea,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,60.6,
Guinea,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,91.3,
Guinea,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,,,,0.7
Guinea,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,1.3
Guinea,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,52.1,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,34.3,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,34.64383589,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,37.36944936,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,29.30180678,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,29.52344511,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,41.43014495,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,38.13546422,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,39.05417469,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,0.551,,,,,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,0.5507,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,1.4,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,0.045,,,,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,0.0626,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,0.2,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,65.5,,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,64.2,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,62.1,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,78.43,,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,71.21,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,62.85,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,60.93,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,60.22,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,60.06,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,58.07,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,58.01,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,27,,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,28.2,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,30,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,3.9,,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,2.4,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,5.049,,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,4.987,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,4.923,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,4.855,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,4.783,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,4.708,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,4.631,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,4.553,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,76,,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,83,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,81,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,82,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,84,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,85,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,86,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,86,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,86,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,54.628,,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,55.144,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,55.645,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,56.117,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,56.556,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,56.959,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,57.328,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,57.673,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,11,,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,2.573083429,,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,2.618127055,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,2.651065872,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,2.660769355,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,2.645231787,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,2.610508916,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,2.570575611,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,2.532080949,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,2.493771961,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,,92.6,,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,92.4,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,,,74.6,
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,73.2,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,79.9,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,83.2,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,73.6,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,71.8,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,67.8,
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,67.9,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/10,Africa,Western Africa,,,,,,,,,,,,,,,,,,,4.2
Guinea-Bissau,1/1/11,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/12,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/13,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/14,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/15,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/16,Africa,Western Africa,,,,,,,,,,,,,,,,,,,4.8
Guinea-Bissau,1/1/17,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/18,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,1/1/19,Africa,Western Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,65.7,,,,,,,,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,59.16981655,,,,,,,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,57.38742427,,,,,,,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,64.83936005,,,,,,,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,67.83928365,,,,,,,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,,70.80068596,,,,,,,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,66.01589102,,,,,,,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,66.20980967,,,,,,,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,,1.4,,,,,,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,,,0.7177,,,,,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,,,1.4152,,,,,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,,,1.4152,,,,,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,,,1.4444,,,,,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,,,,1.5421,,,,,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,,,,0.1724,,,,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,,,,0.1777,,,,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,,,,0.1854,,,,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,,,,0.1937,,,,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,,,,,0.1988,,,,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,,,,,,1.72,,,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,,,,,2.35,,,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,,,,,,71.5,,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,,,,,,65.2,,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,,,,,,63.3,,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/10,Africa,Eastern Africa,,,,,,,,,68.82,,,,,,,,,,
Kenya,1/1/11,Africa,Eastern Africa,,,,,,,,,68.97,,,,,,,,,,
Kenya,1/1/12,Africa,Eastern Africa,,,,,,,,,74.53,,,,,,,,,,
Kenya,1/1/13,Africa,Eastern Africa,,,,,,,,,83.76,,,,,,,,,,
Kenya,1/1/14,Africa,Eastern Africa,,,,,,,,,85.1,,,,,,,,,,
Kenya,1/1/15,Africa,Eastern Africa,,,,,,,,,73.15,,,,,,,,,,
Kenya,1/1/16,Africa,Eastern Africa,,,,,,,,,71.23,,,,,,,,,,
Kenya,1/1/17,Africa,Eastern Africa,,,,,,,,,70.83,,,,,,,,,,
Kenya,1/1/18,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
Kenya,1/1/19,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,
